experiment_id,seed,pred_len,prediction_mode,channels,seq_len,d_model,n_heads,e_layers,d_ff,n_primitives,use_patch,patch_len,stride,dropout,batch_size,epochs,learning_rate,patience,lambda_1,lambda_div,train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,test_rmse,test_mae_original,test_rmse_original,test_mape,test_r2,training_time_min,inference_time_ms,parameters_M,best_epoch,model_path,predictions_file,targets_file
1,42,48,total,total,96,256,8,3,1024,16,True,16,8,0.1,128,100,0.001,20,0.1,0.01,0.05126264474044243,0.16106990848978361,0.06600285569826762,0.1783363421758016,0.067323975,0.1770367,0.25946864,219.1532,321.19547,2.2651759907603264,0.9265626072883606,15.843042973677317,100.60548782348633,4.241794,97,checkpoints/prism_total_seed42_predlen48.pth,predictions/prism_total_seed42_predlen48_predictions.npy,predictions/prism_total_seed42_predlen48_targets.npy
